Data_as_of,Start_week,End_Week,State,Sex,Age_group,COVID-19_Deaths,Total_Deaths,Pneumonia_Deaths,Pneumonia_and_COVID-19_Deaths,Influenza_Deaths,"Pneumonia,_Influenza,_or_COVID-19_Deaths",Footnote
09/09/2020,02/01/2020,09/05/2020,Rhode_Island,Unknown,0-17_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Rhode_Island,Unknown,1-4_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Rhode_Island,Unknown,5-14_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Rhode_Island,Unknown,15-24_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Rhode_Island,Unknown,18-29_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Rhode_Island,Unknown,25-34_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Rhode_Island,Unknown,30-49_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Rhode_Island,Unknown,35-44_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Rhode_Island,Unknown,45-54_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Rhode_Island,Unknown,50-64_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Rhode_Island,Unknown,55-64_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Rhode_Island,Unknown,65-74_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Rhode_Island,Unknown,75-84_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Rhode_Island,Unknown,85_years_and_over,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Rhode_Island,Unknown,All_Ages,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Rhode_Island,All_Sexes,All_Ages,1018,6821,683,394,25,1332,
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Male,Under_1_year,,110,,0,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Male,0-17_years,,207,,0,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Male,1-4_years,0,19,,0,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Male,5-14_years,0,34,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Male,15-24_years,,313,,,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Male,18-29_years,,557,11,,,16,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Male,25-34_years,10,577,14,,,20,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Male,30-49_years,71,1534,67,28,,114,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Male,35-44_years,35,709,26,14,,50,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Male,45-54_years,64,1326,80,19,,133,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Male,50-64_years,204,3700,268,82,15,405,
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Male,55-64_years,170,2910,221,74,,325,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Male,65-74_years,335,4267,354,142,12,559,
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Male,75-84_years,438,4465,446,188,13,708,
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Male,85_years_and_over,276,3163,304,111,,474,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Male,All_Ages,1333,17893,1454,556,51,2281,
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Female,Under_1_year,0,82,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Female,0-17_years,0,143,,0,,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Female,1-4_years,0,20,0,0,,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Female,5-14_years,0,24,,0,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Female,15-24_years,,122,,0,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Female,18-29_years,,241,,,,11,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Female,25-34_years,,259,10,,,11,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Female,30-49_years,25,917,41,,,65,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Female,35-44_years,12,441,18,,,31,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Female,45-54_years,39,827,61,16,,89,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Female,50-64_years,182,2365,215,84,,322,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Female,55-64_years,156,1891,173,71,,263,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Female,65-74_years,290,3098,300,136,,461,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Female,75-84_years,346,3944,352,148,12,562,
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Female,85_years_and_over,434,5278,424,171,11,698,
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Female,All_Ages,1282,15986,1341,550,49,2121,
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Unknown,Under_1_year,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Unknown,0-17_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Unknown,1-4_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Unknown,5-14_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Unknown,15-24_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Unknown,18-29_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Unknown,25-34_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Unknown,30-49_years,0,,0,0,0,0,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Unknown,35-44_years,0,,0,0,0,0,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Unknown,45-54_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Unknown,50-64_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Unknown,55-64_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Unknown,65-74_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Unknown,75-84_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Unknown,85_years_and_over,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,South_Carolina,Unknown,All_Ages,0,,0,0,0,0,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Carolina,All_Sexes,All_Ages,2615,33880,2795,1106,100,4402,
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Male,Under_1_year,0,16,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Male,0-17_years,0,32,0,0,,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Male,1-4_years,0,,0,0,0,0,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Male,5-14_years,0,,0,0,,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Male,15-24_years,0,37,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Male,18-29_years,,58,,,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Male,25-34_years,,71,,,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Male,30-49_years,13,200,11,,,18,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Male,35-44_years,,98,,0,,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Male,45-54_years,,156,14,,0,17,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Male,50-64_years,23,449,46,12,,60,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Male,55-64_years,19,350,37,,,50,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Male,65-74_years,16,558,52,,,64,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Male,75-84_years,16,630,62,,,74,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Male,85_years_and_over,23,646,56,12,,72,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Male,All_Ages,92,2573,228,47,17,290,
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Female,Under_1_year,0,20,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Female,0-17_years,0,32,,0,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Female,1-4_years,0,,,0,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Female,5-14_years,0,,,0,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Female,15-24_years,,11,0,0,,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Female,18-29_years,,17,0,0,,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Female,25-34_years,0,25,,0,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Female,30-49_years,,102,,,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Female,35-44_years,0,42,,0,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Female,45-54_years,,97,,,0,13,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Female,50-64_years,15,301,34,11,,39,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Female,55-64_years,12,247,29,11,,31,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Female,65-74_years,16,378,31,,,45,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Female,75-84_years,13,504,32,,,42,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Female,85_years_and_over,41,988,57,12,,90,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Female,All_Ages,89,2322,164,33,10,230,
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Unknown,Under_1_year,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Unknown,0-17_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Unknown,1-4_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Unknown,5-14_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Unknown,15-24_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Unknown,18-29_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Unknown,25-34_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Unknown,30-49_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Unknown,35-44_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Unknown,45-54_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Unknown,50-64_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Unknown,55-64_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Unknown,65-74_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Unknown,75-84_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Unknown,85_years_and_over,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,South_Dakota,Unknown,All_Ages,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,South_Dakota,All_Sexes,All_Ages,181,4895,392,80,27,520,
09/09/2020,02/01/2020,09/05/2020,Tennessee,Male,Under_1_year,,176,,,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Tennessee,Male,0-17_years,,335,,,,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Tennessee,Male,1-4_years,,40,0,0,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Tennessee,Male,5-14_years,0,57,0,0,,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Tennessee,Male,15-24_years,,440,,0,,11,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Tennessee,Male,18-29_years,,806,17,0,0,20,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Tennessee,Male,25-34_years,,915,17,,,24,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Tennessee,Male,30-49_years,59,2555,102,23,,142,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Tennessee,Male,35-44_years,34,1168,55,16,,75,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Tennessee,Male,45-54_years,56,2069,132,27,,167,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Tennessee,Male,50-64_years,201,5475,447,110,19,557,
09/09/2020,02/01/2020,09/05/2020,Tennessee,Male,55-64_years,164,4306,353,88,14,443,
09/09/2020,02/01/2020,09/05/2020,Tennessee,Male,65-74_years,237,5725,507,111,25,658,
09/09/2020,02/01/2020,09/05/2020,Tennessee,Male,75-84_years,289,5983,595,137,12,759,
09/09/2020,02/01/2020,09/05/2020,Tennessee,Male,85_years_and_over,169,4118,409,81,,501,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Tennessee,Male,All_Ages,960,24997,2080,463,66,2643,
09/09/2020,02/01/2020,09/05/2020,Tennessee,Female,Under_1_year,0,124,,0,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Tennessee,Female,0-17_years,,210,,0,,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Tennessee,Female,1-4_years,,28,,0,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Tennessee,Female,5-14_years,0,26,,0,,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Tennessee,Female,15-24_years,,175,,0,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Tennessee,Female,18-29_years,,338,10,0,,15,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Tennessee,Female,25-34_years,,447,,,,14,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Tennessee,Female,30-49_years,40,1474,81,23,11,109,
09/09/2020,02/01/2020,09/05/2020,Tennessee,Female,35-44_years,18,699,40,13,,49,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Tennessee,Female,45-54_years,37,1274,83,16,,112,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Tennessee,Female,50-64_years,115,3664,295,67,13,356,
09/09/2020,02/01/2020,09/05/2020,Tennessee,Female,55-64_years,98,2913,248,60,11,297,
09/09/2020,02/01/2020,09/05/2020,Tennessee,Female,65-74_years,152,4415,401,64,12,501,
09/09/2020,02/01/2020,09/05/2020,Tennessee,Female,75-84_years,195,5477,472,80,18,604,
09/09/2020,02/01/2020,09/05/2020,Tennessee,Female,85_years_and_over,209,6977,455,77,12,599,
09/09/2020,02/01/2020,09/05/2020,Tennessee,Female,All_Ages,717,22555,1718,311,68,2191,
09/09/2020,02/01/2020,09/05/2020,Tennessee,Unknown,Under_1_year,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Tennessee,Unknown,0-17_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Tennessee,Unknown,1-4_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Tennessee,Unknown,5-14_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Tennessee,Unknown,15-24_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Tennessee,Unknown,18-29_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Tennessee,Unknown,25-34_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Tennessee,Unknown,30-49_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Tennessee,Unknown,35-44_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Tennessee,Unknown,45-54_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Tennessee,Unknown,50-64_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Tennessee,Unknown,55-64_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Tennessee,Unknown,65-74_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Tennessee,Unknown,75-84_years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Tennessee,Unknown,85_years_and_over,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Tennessee,Unknown,All_Ages,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Tennessee,All_Sexes,All_Ages,1677,47552,3798,774,134,4834,
09/09/2020,02/01/2020,09/05/2020,Texas,Male,Under_1_year,,589,,0,,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Texas,Male,0-17_years,11,1146,20,,,34,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Texas,Male,1-4_years,,130,,0,,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Texas,Male,5-14_years,,188,,,,15,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Texas,Male,15-24_years,18,1420,37,,0,47,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Texas,Male,18-29_years,59,2284,84,28,,117,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Texas,Male,25-34_years,118,2305,118,57,,184,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Texas,Male,30-49_years,621,6810,501,281,16,857,
09/09/2020,02/01/2020,09/05/2020,Texas,Male,35-44_years,274,3188,228,124,,384,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Texas,Male,45-54_years,683,5834,546,306,18,941,
09/09/2020,02/01/2020,09/05/2020,Texas,Male,50-64_years,1764,15724,1692,848,49,2656,
09/09/2020,02/01/2020,09/05/2020,Texas,Male,55-64_years,1354,12310,1350,662,38,2079,
09/09/2020,02/01/2020,09/05/2020,Texas,Male,65-74_years,1914,16766,2084,1011,33,3019,
09/09/2020,02/01/2020,09/05/2020,Texas,Male,75-84_years,1810,17402,2124,945,42,3029,
09/09/2020,02/01/2020,09/05/2020,Texas,Male,85_years_and_over,1194,13928,1517,592,26,2144,
09/09/2020,02/01/2020,09/05/2020,Texas,Male,All_Ages,7373,74060,8022,3706,172,11856,
09/09/2020,02/01/2020,09/05/2020,Texas,Female,Under_1_year,,474,,,0,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Texas,Female,0-17_years,,810,16,,,24,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Texas,Female,1-4_years,,100,,0,,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
09/09/2020,02/01/2020,09/05/2020,Texas,Female,5-14_years,,140,,,,,One_or_more_data_cells_have_counts_between_1–9_and_have_been_suppressed_in_accordance_with_NCHS_confidentiality_standards.
